payload_entropy,topic_diversity,temporal_clustering_score,normal_emergency_ratio,inter_alert_interval_mean,freq_rolling_std_5w,inter_interval_variance,alert_rate_acceleration,label,attack_type
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal
